"TARGET","CCONJ","ADV","ADJ","modifier","comma","id","corpus"
"egoistic","and",NA,"narcissistic",NA,0,"text186","His followers are brainwashed cultmembers willing to kill just so their egoistic and narcissistic ideologies and wishes are fulfilled, and if that results in even more deaths they don't care."
"egoistic","and",NA,"utilitarian",NA,0,"text187","I'm not personally a stoic in the traditional sense, but I think the revival is simply because on a civilizational level and even on a personal level, the current hedonistic, egoistic and utilitarian model of life simply do not work long term."
"egoistic","and",NA,"shallow",NA,0,"text188","He just an egoistic and shallow person."
"egoistic","and",NA,"stubborn","so",0,"text19","God boomers are so egoistic and stubborn..."
"egoistic","and",NA,"competitive","fundamentally",0,"text194","It's also useful to combat capitalist ideology about \"human nature being fundamentally egoistic and competitive\" when they attack the feasibility of a communist economic model."
"egoistic","and",NA,"ill",NA,0,"text197","the Thad scout  -Everything about him is egoistic and ill mannered, still able to pick up girls  -Has a fucking 6-shot double barrel shotgun, how cool is that?!  -\"Anything is free if you're fast enough\"  -Giant russian mans who fights grizzly bears gets fucked by bostonian degenerate  -Medics think he's nothing without them, he doesn't even remember the class exists."
"egoistic","and",NA,"stupid",NA,0,"text199","Some people is egoistic and stupid."
"egoistic","and",NA,"ignorant",NA,0,"text2","Just excuse to be racist, egoistic and ignorant but hey we are winning!"
"egoistic","and",NA,"stupid","how",0,"text200","I never really understood how egoistic and stupid people can be."
"egoistic","and",NA,"hard",NA,0,"text201","For students, if your parents are egoistic and hard headed, steal money from them and hand it over."
"egoistic","and",NA,"selfinvolved","completely",0,"text203","It’s completely egoistic and selfinvolved."
"egoistic","and",NA,"stupid","incredibly",0,"text21","The context that people sen to not be giving you is that while Ocon had all the right to inlap himself, putting the race leader at risk while doing so is incredibly egoistic and stupid."
"egoistic","and",NA,"materialistic",NA,0,"text24","Fake af, Europeans hate the american arrogance and I think that all the world hate their imperialistic, egoistic and materialistic type of mindset"
"egoistic","and",NA,"pretentious",NA,0,"text25","To me yet another brand of Jeremy and Jinger - They are both egoistic and pretentious AF."
"egoistic","and",NA,"megalomaniac",NA,0,"text27","How insecure is this narcissistic, egoistic and megalomaniac Modi?!"
"egoistic","and",NA,"stupid",NA,0,"text30","You can take initiative by asking them later how they would prefer you to bring up these problems if the way you're currently doing it is upsetting them, but that's not an obligation either.  &gt;Doesnt it ultimately become a world of egoistic and stupid people if no one says anything?"
"egoistic","and",NA,"selfish",NA,0,"text34","Everyone has the right to be egoistic and selfish, it's not illegal."
"egoistic","and",NA,"stubborn","so",0,"text36","Ffs, Greeks can be so egoistic and stubborn..."
"egoistic","and",NA,"egotistic",NA,0,"text38","Whats the difference between egoistic and egotistic?"
"egoistic","and",NA,"opportunistic","quite",0,"text39","Also Russian women beeing too much interested in leaving the country are often quite egoistic and opportunistic."
"egoistic","and","not","worth",NA,0,"text40","Yet I thought every person (me included cuz that) actually is egoistic and not worth to do anything for."
"egoistic","and",NA,"narcistic",NA,0,"text41","She was egoistic and narcistic."
"egoistic","and",NA,"elitistic",NA,0,"text44","He never understood why I stopped being in touch, kept calling me for years when he was high or drunk and wonderered why I suddenly became such an egoistic and elitistic asshole who didn't give a shit about his friends."
"egoistic","and",NA,"short",NA,0,"text45","He hates anything that overrides his egoistic and short-term desires."
"egoistic","and",NA,"incompetent",NA,0,"text47","Bjp is filled with short sided, egoistic and incompetent chutiyas"
"egoistic","and",NA,"cinic","totally",0,"text48","The arguments he makes are totally egoistic and cinic, i Wish him to be put into a near death situation in order to realize what Is really happening"
"egoistic","and","extremely","unsympathetic",NA,0,"text51","I would have told her off way sooner than her granny did, as having the conversation completely being about oneself, especially after people have tried to move the conversation to other subjects, is egoistic and extremely unsympathetic unless one is 5 years old at most."
"egoistic","and",NA,"irresponsable",NA,0,"text55","Such an behavior is egoistic and irresponsable."
"egoistic","and","sometimes","hilarious",NA,0,"text56","The community is very weeby, toxic, egoistic and sometimes hilarious."
"egoistic","and",NA,"unfriendly","naturally",0,"text58","Love or even normal companionship is itself    a potential to arouse jealousy among 90 percent people    who are naturally egoistic and unfriendly   Even best friends turn foe when their friend found a love     All type of Love   All type of Affection   even a mother and daughter   Needs to be secretive     So    swim along with the tide    till you can swim AWAY  from it     dont ever swim AGAINST the tide     Also swim silently and calm"
"egoistic","and",NA,"mental","completely",0,"text59","But since people go completely egoistic and mental I can't even keep my hygiene standart up."
"egoistic","and",NA,"pompus",NA,0,"text6","There is no positive narrative coming out from democrates to drown Trump’s tweet friendly, egoistic and pompus campaign."
"egoistic","and",NA,"sadistic","how",0,"text60","This tells us all we need to know about how egoistic and sadistic our generation is."
"egoistic","and",NA,"narcissistic","insanely",0,"text64","Create an insanely egoistic and narcissistic NPC that will fuck over the party."
"egoistic","and",NA,"stupid",NA,0,"text65","Without intending to be rude - traveling for fun now is just reckless, egoistic and stupid."
"egoistic","and",NA,"dangerous",NA,0,"text68","And I think I stated often enough that your way of thinking is idiotic, egoistic and dangerous."
"egoistic","and",NA,"narcissistic","very",0,"text7","I guess it´s because when you live in poverty, you have to become very egoistic and narcissistic to survive."
"egoistic","and",NA,"selfish","very",0,"text70","Talked with a close family member about calling and concluded tht would be very egoistic and selfish of me.."
"egoistic","and",NA,"juvenile",NA,0,"text72","Wanting revenge is petty, egoistic and juvenile."
"egoistic","and",NA,"false","just",0,"text73","This is just egoistic and false."
"egoistic","and",NA,"ignorant",NA,0,"text74","Go take a fucking dip in a pool and dont come out, I've hated egoistic and ignorant people like YOU throughout my life."
"egoistic","and",NA,"illogical",NA,0,"text75","Hoarding in times when it is NOT required at all \[because nobody will ever close grocery store - WE ALL NEED TO IT and NOT ARMY CAN PROVIDE EVERYONE WITH SUPPLIES OF FOOD just like that - it's a logic\] is just unbelievably stupid, egocentric, egoistic and illogical."
"egoistic","and",NA,"charismatic",NA,1,"text76","Such individuals are usually normally functioning members of the society, but often with more liberal, ambitious, egoistic, and charismatic streaks."
"egoistic","and",NA,"selfish","how",0,"text78","Lets stop corona virus treatment so trans people can have their plastic surgeries lol this only shows how egoistic and selfish those people are."
"egoistic","and",NA,"greedy",NA,0,"text8","He starts by saying it's just facts and not meant to hurt anybody's reputation, then goes on to tell people to harrass Burkard and his department and calls his behaviour destructive, egoistic and greedy."
"egoistic","and",NA,"narcisstic",NA,0,"text82","Right now we are living in a schizophrenic world, we need people to be empathic and selfless, yet we reward the egoistic and narcisstic."
"egoistic","and",NA,"right",NA,0,"text83","He was a hardcore Randian objectivist, and had the egoistic and right-wing beliefs that go along with that."
"egoistic","and",NA,"unempathetic",NA,0,"text84","And while thats understandable, I can call you egoistic and unempathetic for that for better reasons than you can call me unempathetic for actually thinking about the big picture and ignoring specifically YOUR grandfather."
"egoistic","and",NA,"sufficient","absolutely",0,"text85","To want to escape from this influence in the name of a transcendental, divine, freedom that is absolutely egoistic and sufficient unto itself, is the tendency of non-being."
"egoistic","and",NA,"arrogant",NA,0,"text87","But I don't like supporting a obsessive, egoistic and arrogant character through giving her the title \"best girl\"."
"egoistic","and",NA,"fatalistic",NA,0,"text88","He did a comparative analysis of different motivations for suicide and identified 4 factors (anomic, altruistic, egoistic and fatalistic)."
"egoistic","and",NA,"rude","how",0,"text9","BUT, I never try make the topic about me when they express something very important, because I know how egoistic and rude that is, which the Doctor just did."
"egoistic","and",NA,"inarticulate","how",0,"text90","(Also, you might have figured out how egoistic and inarticulate I sound)"
"egoistic","and",NA,"childish",NA,0,"text91","Dumb, egoistic and childish people (mostly 10-14 years old) dominate the community."
"egoistic","and",NA,"stupid","damn",0,"text93","If people wouldn't be so damn egoistic and stupid measures like that wouldn't be necessary."
"egoistic","and",NA,"arrogant","incredibly",0,"text96","Even if you want to get into your incredibly egoistic and arrogant insinuation that fat people and smokers are choosing their own death by overeating and smoking, what about all the people with asthma, and other health issues they can’t really help?"
"egoistic","and",NA,"arrogant","incredibly",0,"text97","I'm sure theres an occasional unlucky person that dies to it - like the aforementioned seven people.   &gt;Even if you want to get into your incredibly egoistic and arrogant insinuation that fat people and smokers are choosing their own death by overeating and smoking, what about all the people with asthma, and other health issues they can’t really help?"
"egoistic","and",NA,"selfish",NA,0,"text99","I don't wanna search a stupid reason why I should get it cause it will look egoistic and selfish."
